game_id,seed_group,round,position,speaker,role,silent,lr_pub,lr_full,dom_pub,dom_full,rand_pub,rand_full
s4g19,4,0,1,Eve,Carrot,0,0.001159,0.006085,0.193688,0.232046,0.065015,0.040243
s0g0,0,0,2,Dave,Parsnip,0,0.001512,0.024521,0.207350,0.270870,0.440447,0.422623
s0g1,0,0,2,Eve,Carrot,0,0.001416,0.020072,0.210300,0.267912,0.404285,0.352214
s0g2,0,0,2,Eve,Carrot,0,0.009792,0.015412,0.245607,0.259324,0.706600,0.560084
s0g3,0,0,2,Eve,Carrot,0,0.005325,0.011859,0.248295,0.260702,0.657604,0.465636
s0g4,0,0,2,Eve,Carrot,0,0.028157,0.036602,0.280894,0.282992,0.667327,0.495222
s0g5,0,0,2,Eve,Parsnip,0,0.004065,0.037473,0.240735,0.286927,0.539697,0.350472
s0g6,0,0,2,Dave,Carrot,0,0.003742,0.013326,0.224797,0.257510,0.589807,0.500951
s0g7,0,0,2,Eve,Carrot,0,0.001251,0.009060,0.213909,0.248691,0.687122,0.394359
s0g8,0,0,2,Dave,Carrot,0,0.003220,0.024805,0.230940,0.272604,0.481065,0.313586
s0g9,0,0,2,Dave,Carrot,0,0.021306,0.024000,0.280220,0.274326,0.404090,0.394723
s0g10,0,0,2,Eve,Parsnip,0,0.003924,0.030254,0.224119,0.273802,0.539888,0.487403
s0g11,0,0,2,Bob,Carrot,0,0.006900,0.017952,0.234905,0.261960,0.536398,0.555606
s0g12,0,0,2,Alice,Carrot,0,0.013355,0.010473,0.263973,0.252119,0.558642,0.494055
s0g13,0,0,2,Alice,Carrot,0,0.006914,0.022421,0.248019,0.274690,0.456773,0.408676
s0g14,0,0,2,Bob,Carrot,0,0.006409,0.017914,0.252270,0.271351,0.552653,0.411948
s0g15,0,0,2,Bob,Carrot,0,0.003100,0.014619,0.226740,0.259457,0.310308,0.349994
s0g16,0,0,2,Alice,Carrot,0,0.005316,0.012239,0.239883,0.258854,0.599071,0.432809
s0g17,0,0,2,Alice,Carrot,0,0.004099,0.021684,0.228778,0.269112,0.445256,0.489608
s0g18,0,0,2,Eve,Carrot,0,0.003997,0.007959,0.223352,0.244900,0.482126,0.436085
s0g19,0,0,2,Alice,Carrot,0,0.002587,0.008565,0.226000,0.251030,0.571606,0.447240
s1g0,1,0,2,Dave,Carrot,0,0.005699,0.021280,0.244747,0.270549,0.963396,0.938852
s1g1,1,0,2,Bob,Carrot,0,0.004781,0.017160,0.236451,0.263274,0.982457,0.971178
s1g2,1,0,2,Charlie,Carrot,0,0.003011,0.009160,0.209229,0.238870,0.966931,0.953559
s1g3,1,0,2,Bob,Carrot,0,0.005014,0.009592,0.241259,0.251329,0.927039,0.943894
s1g4,1,0,2,Bob,Parsnip,0,0.005995,0.022822,0.241142,0.269048,0.949054,0.945485
s1g5,1,0,2,Bob,Carrot,0,0.004640,0.027147,0.238243,0.277727,0.962472,0.926830
s1g6,1,0,2,Eve,Carrot,0,0.009749,0.022352,0.257789,0.274189,0.939178,0.954439
s1g7,1,0,2,Alice,Carrot,0,0.006549,0.013966,0.246033,0.259341,0.941066,0.946607
s1g8,1,0,2,Charlie,Carrot,0,0.004481,0.008872,0.228672,0.247368,0.986066,0.979036
s1g9,1,0,2,Dave,Carrot,0,0.001882,0.013292,0.218681,0.259498,0.967317,0.932325
s1g10,1,0,2,Eve,Parsnip,0,0.002281,0.037935,0.222203,0.284687,0.958030,0.939380
s1g11,1,0,2,Bob,Carrot,0,0.003345,0.019594,0.230981,0.269670,0.965374,0.944829
s1g12,1,0,2,Charlie,Carrot,0,0.003497,0.012233,0.222551,0.252441,0.923278,0.961045
s1g13,1,0,2,Bob,Carrot,0,0.008770,0.028554,0.260866,0.276215,0.940709,0.953459
s1g14,1,0,2,Charlie,Carrot,0,0.003041,0.012782,0.228116,0.262370,0.963532,0.952286
s1g15,1,0,2,Dave,Carrot,0,0.006831,0.011589,0.240314,0.252602,0.950394,0.956627
s1g16,1,0,2,Dave,Carrot,0,0.026241,0.030935,0.264727,0.280534,0.923438,0.952106
s1g17,1,0,2,Charlie,Carrot,0,0.001559,0.004057,0.200189,0.225211,0.968705,0.971934
s1g18,1,0,2,Bob,Carrot,0,0.001384,0.009475,0.203025,0.247466,0.919827,0.942672
s1g19,1,0,2,Charlie,Parsnip,0,0.006533,0.035836,0.242833,0.284193,0.966779,0.928606
s2g0,2,0,2,Alice,Parsnip,0,0.002108,0.020786,0.218500,0.271939,0.590745,0.729030
s2g1,2,0,2,Bob,Carrot,0,0.001871,0.012036,0.215285,0.254207,0.691024,0.747106
s2g2,2,0,2,Bob,Parsnip,0,0.009207,0.046664,0.254320,0.292660,0.737151,0.778799
s2g3,2,0,2,Bob,Carrot,0,0.002585,0.014524,0.217946,0.253238,0.732444,0.752408
s2g4,2,0,2,Eve,Parsnip,0,0.003047,0.021791,0.228120,0.269734,0.566487,0.734014
s2g5,2,0,2,Eve,Carrot,0,0.002017,0.005880,0.208481,0.234652,0.709994,0.789023
s2g6,2,0,2,Charlie,Carrot,0,0.002076,0.006046,0.216464,0.240990,0.751930,0.777102
s2g7,2,0,2,Alice,Carrot,0,0.000743,0.004683,0.196011,0.232116,0.837497,0.738077
s2g8,2,0,2,Bob,Carrot,0,0.001419,0.026395,0.214100,0.274573,0.687643,0.743052
s2g9,2,0,2,Alice,Parsnip,0,0.000959,0.016012,0.200532,0.260664,0.652578,0.672044
s2g10,2,0,2,Alice,Carrot,0,0.003128,0.010873,0.231591,0.255941,0.629058,0.808333
s2g11,2,0,2,Eve,Parsnip,0,0.005267,0.030630,0.240473,0.280901,0.760850,0.776742
s2g12,2,0,2,Dave,Carrot,0,0.000888,0.009016,0.193078,0.243820,0.783845,0.767427
s2g13,2,0,2,Bob,Carrot,0,0.005978,0.017993,0.239209,0.264063,0.598252,0.706812
s2g14,2,0,2,Dave,Carrot,0,0.001635,0.020959,0.216451,0.268441,0.662802,0.726158
s2g15,2,0,2,Eve,Carrot,0,0.001110,0.030645,0.202483,0.277828,0.824152,0.767435
s2g16,2,0,2,Eve,Carrot,0,0.003724,0.013515,0.227156,0.258870,0.835820,0.829796
s2g17,2,0,2,Eve,Carrot,0,0.001510,0.003999,0.214520,0.235155,0.602685,0.654942
s2g18,2,0,2,Eve,Parsnip,0,0.006514,0.065724,0.248482,0.302623,0.591323,0.754988
s2g19,2,0,2,Bob,Carrot,0,0.009266,0.010221,0.256710,0.253563,0.673656,0.778317
s3g0,3,0,2,Eve,Carrot,0,0.001695,0.007893,0.210159,0.240739,0.227173,0.311446
s3g1,3,0,2,Bob,Carrot,0,0.005528,0.020630,0.231875,0.264151,0.291632,0.312517
s3g2,3,0,2,Bob,Carrot,0,0.005659,0.034655,0.238246,0.282049,0.119134,0.464208
s3g3,3,0,2,Bob,Carrot,0,0.002282,0.007053,0.220738,0.242351,0.098945,0.236548
s3g4,3,0,2,Dave,Parsnip,0,0.014500,0.065794,0.261604,0.295347,0.186934,0.252982
s3g5,3,0,2,Bob,Carrot,0,0.001462,0.013611,0.210017,0.258237,0.180963,0.308755
s3g6,3,0,2,Dave,Carrot,0,0.002637,0.006815,0.220783,0.239657,0.216998,0.297469
s3g7,3,0,2,Bob,Carrot,0,0.002838,0.023145,0.228206,0.271921,0.065489,0.322427
s3g8,3,0,2,Alice,Carrot,0,0.005488,0.047157,0.246692,0.293862,0.071118,0.461735
s3g9,3,0,2,Alice,Carrot,0,0.001608,0.009378,0.212232,0.245559,0.127370,0.253414
s3g10,3,0,2,Eve,Parsnip,0,0.005579,0.042062,0.245185,0.288299,0.063350,0.371131
s3g11,3,0,2,Eve,Carrot,0,0.006547,0.017323,0.249237,0.270646,0.096303,0.181461
s3g12,3,0,2,Charlie,Carrot,0,0.002879,0.019682,0.228742,0.269638,0.130403,0.342638
s3g13,3,0,2,Alice,Carrot,0,0.001785,0.041989,0.214458,0.287913,0.056352,0.443485
s3g14,3,0,2,Eve,Carrot,0,0.004405,0.020778,0.230030,0.268137,0.252750,0.274265
s3g15,3,0,2,Alice,Carrot,0,0.006885,0.017919,0.251186,0.267867,0.071262,0.235186
s3g16,3,0,2,Eve,Carrot,0,0.003785,0.024510,0.232965,0.273437,0.093178,0.377773
s3g17,3,0,2,Bob,Parsnip,0,0.003102,0.036064,0.231441,0.284959,0.073970,0.402508
